1475436488 0 0 1
1476194724 0 9 1
1476194793 0 14 1
1476194892 0 16 1
1476195056 0 565 1
1476195944 0 613 1
1476225212 0 617 1
1476225355 0 621 1
1476225415 0 622 1
1476225445 0 624 1
1476225544 0 628 1
1476367931 0 729 1
1476799817 0 863 1
1476799901 0 865 1
1477073239 0 888 1
1477073292 0 1195 1
1477073408 0 1198 1
1477073544 0 1204 1
1477074325 0 1358 1
1477074439 0 1360 1
1477160547 0 1452 1
1477333452 23 1452 1
1477362520 23 1715 1
1478004464 73 1715 1
1478179419 215 1715 1
1478179662 228 1715 1
1478181267 251 1715 1
1478367738 351 1715 1
1478367874 373 1715 1
1478835305 392 1715 1
1478835329 405 1715 1
1478835456 407 1715 1
1478885613 408 1715 1
1479096303 476 1715 1
1479096569 484 1715 1
1479150134 494 1715 1
1479150270 503 1715 1
1479221406 504 1715 1
1479391431 543 1715 1
1479391543 565 1715 1
1479394011 573 1715 1
1479395196 594 1715 1
1479395246 595 1715 1
1479395415 596 1715 1
1479435298 726 1715 1
1479494870 821 1715 1
1479738998 827 1715 1
1480958776 878 1715 1
1480958862 885 1715 1
1481324444 983 1715 1
1481327857 985 1715 1
1483396847 985 1767 1
1483396937 985 1767 1
1483487753 985 1813 1
1483510985 995 1813 1
1484928823 998 1813 1
1484933391 998 1813 1
1484934514 998 1823 1
1484941620 998 1833 1
1484943927 998 1856 1
1485640177 1014 1856 1
1485640194 1014 1856 1
1485640676 1014 1856 1
1485640887 1014 1860 1
1485640939 1014 1861 1
